			Symbol				Name				Sector				industry	
{	Symbol	":"""	FCZA	"""xqxq"	Name	":"""	First Citizens Banc Corp.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FCNCA	"""xqxq"	Name	":"""	"First Citizens BancShares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FCBC	"""xqxq"	Name	":"""	"First Community Bancshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FCCO	"""xqxq"	Name	":"""	First Community Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FFNM	"""xqxq"	Name	":"""	"First Federal of Northern Michigan Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FFBC	"""xqxq"	Name	":"""	First Financial Bancorp.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FFBCW	"""xqxq"	Name	":"""	First Financial Bancorp.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FFIN	"""xqxq"	Name	":"""	"First Financial Bankshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	THFF	"""xqxq"	Name	":"""	First Financial Corporation Indiana	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FFKY	"""xqxq"	Name	":"""	First Financial Service Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FIBK	"""xqxq"	Name	":"""	"First Interstate BancSystem, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FMFC	"""xqxq"	Name	":"""	First M & F Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FRME	"""xqxq"	Name	":"""	First Merchants Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FMBI	"""xqxq"	Name	":"""	"First Midwest Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FNFG	"""xqxq"	Name	":"""	First Niagara Financial Group Inc.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BANC	"""xqxq"	Name	":"""	"First PacTrust Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BANCL	"""xqxq"	Name	":"""	"First PacTrust Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FSGI	"""xqxq"	Name	":"""	"First Security Group, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FSBK	"""xqxq"	Name	":"""	First South Bancorp Inc	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FUNC	"""xqxq"	Name	":"""	First United Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FBMI	"""xqxq"	Name	":"""	Firstbank Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FMER	"""xqxq"	Name	":"""	FirstMerit Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FNBN	"""xqxq"	Name	":"""	FNB United Corp.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FULT	"""xqxq"	Name	":"""	Fulton Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	GTWN	"""xqxq"	Name	":"""	"Georgetown Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	GABC	"""xqxq"	Name	":"""	"German American Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	GBCI	"""xqxq"	Name	":"""	"Glacier Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	GLBZ	"""xqxq"	Name	":"""	Glen Burnie Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	GSBC	"""xqxq"	Name	":"""	"Great Southern Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	GBNK	"""xqxq"	Name	":"""	Guaranty Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	GFED	"""xqxq"	Name	":"""	"Guaranty Federal Bancshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	HMPR	"""xqxq"	Name	":"""	Hampton Roads Bankshares Inc	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	HBHC	"""xqxq"	Name	":"""	Hancock Holding Company	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	HAFC	"""xqxq"	Name	":"""	Hanmi Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	HWBK	"""xqxq"	Name	":"""	"Hawthorn Bancshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	HTLF	"""xqxq"	Name	":"""	"Heartland Financial USA, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	HTBK	"""xqxq"	Name	":"""	Heritage Commerce Corp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	HEOP	"""xqxq"	Name	":"""	Heritage Oaks Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	HOMB	"""xqxq"	Name	":"""	"Home BancShares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	HBNC	"""xqxq"	Name	":"""	Horizon Bancorp (IN)	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	HBMD	"""xqxq"	Name	":"""	"Howard Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	HBAN	"""xqxq"	Name	":"""	Huntington Bancshares Incorporated	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	HBANP	"""xqxq"	Name	":"""	Huntington Bancshares Incorporated	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	IBKC	"""xqxq"	Name	":"""	IBERIABANK Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	INDB	"""xqxq"	Name	":"""	Independent Bank Corp.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	IBCP	"""xqxq"	Name	":"""	Independent Bank Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	IBOC	"""xqxq"	Name	":"""	International Bancshares Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	IBCA	"""xqxq"	Name	":"""	Intervest Bancshares Corp.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	JAXB	"""xqxq"	Name	":"""	"Jacksonville Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	LBAI	"""xqxq"	Name	":"""	"Lakeland Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	LKFN	"""xqxq"	Name	":"""	Lakeland Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	LARK	"""xqxq"	Name	":"""	Landmark Bancorp Inc.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	LCNB	"""xqxq"	Name	":"""	LCNB Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	LNBB	"""xqxq"	Name	":"""	"LNB Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	MBTF	"""xqxq"	Name	":"""	M B T Financial Corp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	MCBC	"""xqxq"	Name	":"""	Macatawa Bank Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	MFNC	"""xqxq"	Name	":"""	Mackinac Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	MSFG	"""xqxq"	Name	":"""	"MainSource Financial Group, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	MRLN	"""xqxq"	Name	":"""	Marlin Business Services Corp.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	MFLR	"""xqxq"	Name	":"""	"Mayflower Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	MBFI	"""xqxq"	Name	":"""	MB Financial Inc.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	MBWM	"""xqxq"	Name	":"""	Mercantile Bank Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	MBVT	"""xqxq"	Name	":"""	"Merchants Bancshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	METR	"""xqxq"	Name	":"""	"Metro Bancorp, Inc"	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	MCBI	"""xqxq"	Name	":"""	"MetroCorp Bancshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	MPB	"""xqxq"	Name	":"""	Mid Penn Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	MBRG	"""xqxq"	Name	":"""	Middleburg Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	MOFG	"""xqxq"	Name	":"""	"MidWestOne Financial Group, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	MNRK	"""xqxq"	Name	":"""	"Monarch Financial Holdings, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	MFSF	"""xqxq"	Name	":"""	MutualFirst Financial Inc.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	NKSH	"""xqxq"	Name	":"""	"National Bankshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	NPBC	"""xqxq"	Name	":"""	"National Penn Bancshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	NBTB	"""xqxq"	Name	":"""	NBT Bancorp Inc.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	NCBC	"""xqxq"	Name	":"""	"New Century Bancorp, Inc. (NC)"	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	NBBC	"""xqxq"	Name	":"""	NewBridge Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	NOVB	"""xqxq"	Name	":"""	North Valley Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	NBN	"""xqxq"	Name	":"""	Northeast Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	NTRS	"""xqxq"	Name	":"""	Northern Trust Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	NWBI	"""xqxq"	Name	":"""	"Northwest Bancshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	NWFL	"""xqxq"	Name	":"""	Norwood Financial Corp.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BKOR	"""xqxq"	Name	":"""	"Oak Ridge Financial Services, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	OVLY	"""xqxq"	Name	":"""	Oak Valley Bancorp (CA)	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	OVBC	"""xqxq"	Name	":"""	Ohio Valley Banc Corp.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	OLBK	"""xqxq"	Name	":"""	"Old Line Bancshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	OPOF	"""xqxq"	Name	":"""	Old Point Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	OSBC	"""xqxq"	Name	":"""	"Old Second Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	OSBCP	"""xqxq"	Name	":"""	"Old Second Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	OPHC	"""xqxq"	Name	":"""	"OptimumBank Holdings, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	ORIT	"""xqxq"	Name	":"""	Oritani Financial Corp.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	ORRF	"""xqxq"	Name	":"""	Orrstown Financial Services Inc	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PCBK	"""xqxq"	Name	":"""	Pacific Continental Corporation (Ore)	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PMBC	"""xqxq"	Name	":"""	Pacific Mercantile Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PPBI	"""xqxq"	Name	":"""	Pacific Premier Bancorp Inc	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PACW	"""xqxq"	Name	":"""	PacWest Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PLMT	"""xqxq"	Name	":"""	"Palmetto Bancshares, Inc. (SC)"	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PSTB	"""xqxq"	Name	":"""	Park Sterling Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PKBK	"""xqxq"	Name	":"""	"Parke Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PNBK	"""xqxq"	Name	":"""	Patriot National Bancorp Inc.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PWOD	"""xqxq"	Name	":"""	"Penns Woods Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PEBO	"""xqxq"	Name	":"""	Peoples Bancorp Inc.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PEBK	"""xqxq"	Name	":"""	"Peoples Bancorp of North Carolina, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PFBX	"""xqxq"	Name	":"""	Peoples Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PNFP	"""xqxq"	Name	":"""	"Pinnacle Financial Partners, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BPOP	"""xqxq"	Name	":"""	"Popular, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BPOPM	"""xqxq"	Name	":"""	"Popular, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BPOPN	"""xqxq"	Name	":"""	"Popular, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PBIB	"""xqxq"	Name	":"""	"Porter Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PFBI	"""xqxq"	Name	":"""	"Premier Financial Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PRWT	"""xqxq"	Name	":"""	Premier West Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PVTB	"""xqxq"	Name	":"""	"PrivateBancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	PVTBP	"""xqxq"	Name	":"""	"PrivateBancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	QCRH	"""xqxq"	Name	":"""	"QCR Holdings, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	RNST	"""xqxq"	Name	":"""	Renasant Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	RBCAA	"""xqxq"	Name	":"""	"Republic Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	FRBK	"""xqxq"	Name	":"""	"Republic First Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	RBPAA	"""xqxq"	Name	":"""	"Royal Bancshares of Pennsylvania, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	RBNF	"""xqxq"	Name	":"""	Rurban Financial Corp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	STBA	"""xqxq"	Name	":"""	"S&T Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SYBT	"""xqxq"	Name	":"""	"S.Y. Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SYBTP	"""xqxq"	Name	":"""	"S.Y. Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SASR	"""xqxq"	Name	":"""	"Sandy Spring Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SCBT	"""xqxq"	Name	":"""	SCBT Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SBCF	"""xqxq"	Name	":"""	Seacoast Banking Corporation of Florida	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SVBI	"""xqxq"	Name	":"""	Severn Bancorp Inc	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SHBI	"""xqxq"	Name	":"""	Shore Bancshares Inc	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	BSRR	"""xqxq"	Name	":"""	Sierra Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SBNY	"""xqxq"	Name	":"""	Signature Bank	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SBNYW	"""xqxq"	Name	":"""	Signature Bank	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SFNC	"""xqxq"	Name	":"""	Simmons First National Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SOMH	"""xqxq"	Name	":"""	Somerset Hills Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SOCB	"""xqxq"	Name	":"""	Southcoast Financial Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SFST	"""xqxq"	Name	":"""	"Southern First Bancshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SONA	"""xqxq"	Name	":"""	"Southern National Bancorp of Virginia, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SBSI	"""xqxq"	Name	":"""	"Southside Bancshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	OKSB	"""xqxq"	Name	":"""	"Southwest Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	OKSBP	"""xqxq"	Name	":"""	"Southwest Bancorp, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	STND	"""xqxq"	Name	":"""	Standard Financial Corp.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	STBZ	"""xqxq"	Name	":"""	State Bank Financial Corporation.	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	STEL	"""xqxq"	Name	":"""	StellarOne Corporation	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SSFN	"""xqxq"	Name	":"""	Stewardship Financial Corp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SUBK	"""xqxq"	Name	":"""	Suffolk Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SMMF	"""xqxq"	Name	":"""	"Summit Financial Group, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SUSQ	"""xqxq"	Name	":"""	"Susquehanna Bancshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SBBX	"""xqxq"	Name	":"""	Sussex Bancorp	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SIVB	"""xqxq"	Name	":"""	SVB Financial Group	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	SIVBO	"""xqxq"	Name	":"""	SVB Financial Group	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	TAYC	"""xqxq"	Name	":"""	"Taylor Capital Group, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	TAYCO	"""xqxq"	Name	":"""	"Taylor Capital Group, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	TAYCP	"""xqxq"	Name	":"""	"Taylor Capital Group, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	TCBI	"""xqxq"	Name	":"""	"Texas Capital Bancshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
{	Symbol	":"""	TCBIL	"""xqxq"	Name	":"""	"Texas Capital Bancshares, Inc."	"""xqxq"	Sector	":"""	Finance	"""xqxq"	industry	":"""	Major Banks	}xqxq
